item_name,category,subcategory,specific_category
מעדן פרי אפרסק פסיפל,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
מעדן פרי ארבעה פירות 170ג,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
מעדן תות שדה 284 גרם,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
סימפלי פרוט אפרסק 3%,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
סימפלי פרוט פירות יער 3%,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
סימפלי תות ואפרסק 0%,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
סקי תות 3% 125 גר,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
פרילי אננס %1.5,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
פרילי תות %1.5,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
תאומים גביע - 80 גר',מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
מארז שמינייה מולר,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
יופלה און טופ כוכבים,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
אדום חצי יבש אימפרשן,משקאות,יינות,יינות אדומים
אינספייר בלנד אדום,משקאות,יינות,יינות אדומים
אינספייר בלנד אדום 7,משקאות,יינות,יינות אדומים
בורדו שאטו לה ריגאן אדום,משקאות,יינות,יינות אדומים
גמלא סירה 2017 750מל,משקאות,יינות,יינות אדומים
דלתא למדא בלנד אדום750מל,משקאות,יינות,יינות אדומים
היוצר בראשית שירז,משקאות,יינות,יינות אדומים
היוצר וירטואוזו קברנ,משקאות,יינות,יינות אדומים
היוצר וירטואוזו קברנ,משקאות,יינות,יינות אדומים
הר חרמון קברנה סובני,משקאות,יינות,יינות אדומים
יין אדום 750 מל לה זאמל מלבק,משקאות,יינות,יינות אדומים
יין אדום חצי יבש,משקאות,יינות,יינות אדומים
יין אדום חצי יבש,משקאות,יינות,יינות אדומים
יין אדום יבש אורגני 750מל,משקאות,יינות,יינות אדומים
יין אדום יבש מרסלאן 750מל,משקאות,יינות,יינות אדומים
יין אדום מוסקטו,משקאות,יינות,יינות אדומים
יין אדום קידוש 750 מ,משקאות,יינות,יינות אדומים
יין אפיקים אדום יבש קברנ,משקאות,יינות,יינות אדומים
"יין ויזן מלבק 750 מ""ל",משקאות,יינות,יינות אדומים
"יין ויזן מרלו 750 מ""ל",משקאות,יינות,יינות אדומים
יין ישן נושן יקבי כר,משקאות,יינות,יינות אדומים
יין מונלייט אדום יבש,משקאות,יינות,יינות אדומים
יין מרלו פרייבט קולק,משקאות,יינות,יינות אדומים
יין קברנה סוביניון,משקאות,יינות,יינות אדומים
"יין קונקורד 750מ""ל",משקאות,יינות,יינות אדומים
כנען אדום מבושל,משקאות,יינות,יינות אדומים
למברוסקו אדום יקבי כ,משקאות,יינות,יינות אדומים
מדיטרנייה,משקאות,יינות,יינות אדומים
מונלייט קברנה סובניון750,משקאות,יינות,יינות אדומים
מרלו סלקטד,משקאות,יינות,יינות אדומים
"סגל אדום יבש 750 מ""ל",משקאות,יינות,יינות אדומים
"סירה אימפרשן 750 מ""ל",משקאות,יינות,יינות אדומים
פאוסטינו VII אדום כשר 750,משקאות,יינות,יינות אדומים
"פוגיו סטלה קיאנטי 750מ""ל",משקאות,יינות,יינות אדומים
פטיט סירה אימפרשן,משקאות,יינות,יינות אדומים
פרובאנס אור דה קסטינל750,משקאות,יינות,יינות אדומים
"קברנה הר תבור 750 מ""ל",משקאות,יינות,יינות אדומים
"קברנה ויזן 750 מ""ל",משקאות,יינות,יינות אדומים
קברנה מרלו P.C,משקאות,יינות,יינות אדומים
קברנה מרלו סלקטד,משקאות,יינות,יינות אדומים
קברנה סובניון אימפרש,משקאות,יינות,יינות אדומים
קברנה סובניון סדרת י,משקאות,יינות,יינות אדומים
"קברנה פרמייר 750 מ""ל",משקאות,יינות,יינות אדומים
"קריניאנו באזז 750 מ""ל",משקאות,יינות,יינות אדומים
רזרב גולד קברנה סובי,משקאות,יינות,יינות אדומים
רזרב גולד רוזה 750 מ,משקאות,יינות,יינות אדומים
רקאנטי גליל עליון מר,משקאות,יינות,יינות אדומים
רקאנטי גליל עליון מר,משקאות,יינות,יינות אדומים
רקנאטי קברנה סובניון,משקאות,יינות,יינות אדומים
ורדי רימונים כשלפ 75,משקאות,יינות,יינות אדומים
הר חרמון אינדגו 750,משקאות,יינות,יינות אדומים
מלבק ויזון 750 מ''ל,משקאות,יינות,יינות אדומים
שיראז ויזון 750 מ''ל,משקאות,יינות,יינות אדומים
"אסמבלאז' ריחן 750 מ""ל",משקאות,יינות,יינות אדומים
"אסמבלאז' איתן 750 מ""ל",משקאות,יינות,יינות אדומים
"אלטיטיוד 624 קברנה 750מ""ל",משקאות,יינות,יינות אדומים
כרמל לימטד אדישיין 750מ,משקאות,יינות,יינות אדומים
"מונטרו קיאנטי 750 מ""ל",משקאות,יינות,יינות אדומים
"ריוחה הרנזה 750 מ""ל",משקאות,יינות,יינות אדומים
פינקליידי 70 צרפת*,משקאות,יינות,יינות אדומים
"אלטיטיוד 750 קברנה 750מ""ל",משקאות,יינות,יינות אדומים
"קיאנטי פאבולינו 750 מ""ל",משקאות,יינות,יינות אדומים
"שאטו לה ריגן מלבק 750 מ""ל",משקאות,יינות,יינות אדומים
אמרלד ריזלינג סלקטד750מל,משקאות,יינות,יינות לבנים
אמרלד ריזלינג סלקטד750מל,משקאות,יינות,יינות לבנים
ברקן קלאסיק א.ריזלינג750,משקאות,יינות,יינות לבנים
גמלא בלאנקו לבן יבש,משקאות,יינות,יינות לבנים
דון חוליו שרדונה,משקאות,יינות,יינות לבנים
יין ברטנורה מוסקטו 750מל,משקאות,יינות,יינות לבנים
"יין וינו לבן יבש 750 מ""ל",משקאות,יינות,יינות לבנים
"יין לבן הר חרמון 750 מ""ל",משקאות,יינות,יינות לבנים
יין לבן חצי יבש( 750 מל)פרנ`ץ גוורצרמ,משקאות,יינות,יינות לבנים
יין לבן יבש סאנסר,משקאות,יינות,יינות לבנים
יין לבן יבש סאנסר 750 מל,משקאות,יינות,יינות לבנים
יין לבן רוזה גליל( 750 מל) דלתון,משקאות,יינות,יינות לבנים
יין מונלייט לבן חצי,משקאות,יינות,יינות לבנים
יין מוסקטו פרייבט קו,משקאות,יינות,יינות לבנים
יין רוזה 750 מל דון חוליו,משקאות,יינות,יינות לבנים
"יין רוזה אימפרשן 750 מ""ל",משקאות,יינות,יינות לבנים
יסמין רוזה רקנאטי 750 מל,משקאות,יינות,יינות לבנים
לוא רוז קר,משקאות,יינות,יינות לבנים
מאד האוס סובינ.בלאן750מל,משקאות,יינות,יינות לבנים
מאד האוס סוביניון,משקאות,יינות,יינות לבנים
מונטסאנו סוביניון בל,משקאות,יינות,יינות לבנים
מוסקט קינג דיווד,משקאות,יינות,יינות לבנים
"מוסקטו לבן מתוק 750 מ""ל",משקאות,יינות,יינות לבנים
נריה אמרלד ריזלינג 750מל,משקאות,יינות,יינות לבנים
"סוביניון בלאן P.C 750מ""ל",משקאות,יינות,יינות לבנים
סוביניון בלאן סלקטד,משקאות,יינות,יינות לבנים
סי גראס גוורצטרמינר,משקאות,יינות,יינות לבנים
סי גראס גוורצטרמינר שרדונה 750 מל,משקאות,יינות,יינות לבנים
ריזלינג שרדונה 750 מל אקסלנס,משקאות,יינות,יינות לבנים
רקנאטי גליל סובניון,משקאות,יינות,יינות לבנים
רקנאטי גליל שרדונה 7,משקאות,יינות,יינות לבנים
רקנאטי יסמין רוזה 75,משקאות,יינות,יינות לבנים
"שנין בלאן בן זמרה 750מ""ל",משקאות,יינות,יינות לבנים
שרדונה אדיר בן זמרה 750מ,משקאות,יינות,יינות לבנים
שרדונה אימפרשן,משקאות,יינות,יינות לבנים
"שרדונה לוריא 750 מ""ל",משקאות,יינות,יינות לבנים
"שרדונה לוריא 750 מ""ל",משקאות,יינות,יינות לבנים
"שרדונה צובה 14% 750 מ""ל",משקאות,יינות,יינות לבנים
"הר חרמון לבן 750 מ""ל",משקאות,יינות,יינות לבנים
גמלא גוורצטרמינר 750,משקאות,יינות,יינות לבנים
הר חרמון מוסקטו 750,משקאות,יינות,יינות לבנים
הר חרמון רוזה,משקאות,יינות,יינות לבנים
תבור גוורצטרמינר 750,משקאות,יינות,יינות לבנים
"עברי רוזה 750 מ""ל",משקאות,יינות,יינות לבנים
יין עמוקה רוזה,משקאות,יינות,יינות לבנים
"פטיט שבלי שאטיון 750 מ""ל",משקאות,יינות,יינות לבנים
שאבלי דומיין ד.שאטיון 750,משקאות,יינות,יינות לבנים
וויט פרנק חצי יבש טוליפ,משקאות,יינות,יינות לבנים
"שאבלי די ליני 750 מ""ל",משקאות,יינות,יינות לבנים
בלו נאן K24 גולד מבעבע 750 מל,משקאות,יינות,יינות מבעבעים
בלו נאן K24 גולד מבעבע 750 מל,משקאות,יינות,יינות מבעבעים
בלו נאן K24 רוזה מבעבע 750 מל,משקאות,יינות,יינות מבעבעים
בלו נאן כחול מבעבע 750מל,משקאות,יינות,יינות מבעבעים
בלו נאן כחול מבעבע 750מל,משקאות,יינות,יינות מבעבעים
היוצר מוסקטו טרה סינ,משקאות,יינות,יינות מבעבעים
ורדי תות שדה,משקאות,יינות,יינות מבעבעים
יין באזז אבטיח יקבי,משקאות,יינות,יינות מבעבעים
יין מוסקטו ורוד מבעב,משקאות,יינות,יינות מבעבעים
יין מוסקטו סלקטד יקב,משקאות,יינות,יינות מבעבעים
יין מוסקטו פרייבט קו,משקאות,יינות,יינות מבעבעים
יין תפוח באזז יקבי כ,משקאות,יינות,יינות מבעבעים
למברוסקו לבן יקבי כר,משקאות,יינות,יינות מבעבעים
מרטיני אסטי מבעבע,משקאות,יינות,יינות מבעבעים
סנגריה סינטוניה אדומה750,משקאות,יינות,יינות מבעבעים
קאווה אימבריקה,משקאות,יינות,יינות מבעבעים
קאווה דליסיה יבשה,משקאות,יינות,יינות מבעבעים
"קאווה דליסיה רוזה 750מ""ל",משקאות,יינות,יינות מבעבעים
